年月日,時間,気圧（現地）,気圧（海面）,降水量,気温,露点湿度,蒸気圧,湿度,風速,風向,日照時間,全天日射量,降雪,積雪
2020-12-11,21,1012.7,1015.6,0,11.3,7.4,10.3,77.0,1.6,0,0,0,0,0
2020-12-11,22,1012.4,1015.3,0,11.6,7.5,10.4,76.0,1.3,0,0,0,0,0
2020-12-11,23,1011.8,1014.7,0,10.8,6.9,10.0,77.0,1.7,0,0,0,0,0
2020-12-11,24,1011.3,1014.2,0,10.3,6.8,9.9,79.0,1.8,0,0,0,0,0
2020-12-12,1,1010.2,1013.1,0,10.5,6.3,9.5,75.0,2.3,0,0,0,0,0
2020-12-12,2,1009.9,1012.8,0,10.4,5.6,9.1,72.0,2.9,0,0,0,0,0
2020-12-12,3,1009.0,1011.9,0,10.1,5.1,8.8,71.0,3.1,0,0,0,0,0
2020-12-12,4,1008.2,1011.1,0,9.4,4.8,8.6,73.0,1.8,0,0,0,0,0
2020-12-12,5,1007.5,1010.4,0,9.9,4.7,8.5,70.0,1.6,0,0,0,0,0
2020-12-12,6,1008.6,1011.5,0,9.2,4.6,8.5,73.0,2.9,0,0,0,0,0
2020-12-12,7,1008.1,1011.0,0,8.6,5.0,8.7,78.0,1.5,0,0.0,0.01,0,0
2020-12-12,8,1007.8,1010.7,0,9.4,6.5,9.7,82.0,1.1,0,0.0,0.19,0,0
2020-12-12,9,1007.1,1010.0,0,10.7,5.7,9.1,71.0,1.7,0,0.0,0.38,0,0
2020-12-12,10,1006.3,1009.2,0,11.5,6.0,9.4,69.0,1.0,0,0.0,0.6,0,0
2020-12-12,11,1004.7,1007.6,0,13.4,6.3,9.5,62.0,0.9,0,0.6,1.14,0,0
2020-12-12,12,1002.7,1005.6,0,14.2,7.3,10.2,63.0,1.1,0,1.0,1.62,0,0
2020-12-12,13,1001.6,1004.5,0,14.5,5.9,9.2,56.0,1.6,0,0.4,1.12,0,0
2020-12-12,14,1001.6,1004.5,0,14.5,5.9,9.2,56.0,1.7,0,0.1,0.75,0,0
2020-12-12,15,1001.5,1004.4,0,14.1,6.9,10.0,62.0,2.3,0,0.2,0.58,0,0
2020-12-12,16,1001.8,1004.7,0,13.2,5.6,9.1,60.0,2.3,0,0.0,0.25,0,0
2020-12-12,17,1002.3,1005.2,0,12.6,5.1,8.8,60.0,1.7,0,0.0,0.03,0,0
2020-12-12,18,1002.8,1005.7,0,11.6,5.0,8.7,64.0,2.3,0,0,0,0,0
2020-12-12,19,1003.5,1006.4,0,12.2,7.9,10.7,75.0,4.0,0,0,0,0,0
2020-12-12,20,1003.9,1006.8,0,11.0,7.9,10.6,81.0,2.3,0,0,0,0,0
2020-12-12,21,1004.8,1007.7,0,11.2,7.3,10.2,77.0,3.1,0,0,0,0,0
2020-12-12,22,1004.8,1007.7,0,10.6,6.6,9.7,76.0,2.3,0,0,0,0,0
2020-12-12,23,1004.8,1007.7,0,10.5,6.3,9.5,75.0,3.6,0,0,0,0,0
2020-12-12,24,1005.2,1008.1,0,10.2,5.8,9.2,74.0,2.4,0,0,0,0,0
2020-12-13,1,1005.4,1008.3,0,9.1,5.7,9.1,79.0,1.9,0,0,0,0,0
2020-12-13,2,1005.7,1008.6,0,9.1,5.5,9.0,78.0,1.8,0,0,0,0,0
2020-12-13,3,1005.2,1008.1,0,8.6,5.4,8.9,80.0,1.1,0,0,0,0,0
2020-12-13,4,1005.0,1007.9,0,8.1,5.1,8.7,81.0,1.5,0,0,0,0,0
2020-12-13,5,1005.8,1008.8,0,6.9,5.2,8.9,89.0,1.2,0,0,0,0,0
2020-12-13,6,1006.2,1009.2,0,7.0,5.2,8.8,88.0,1.3,0,0,0,0,0
2020-12-13,7,1006.1,1009.1,0,7.3,5.3,8.9,87.0,0.4,0,0.0,0.01,0,0
2020-12-13,8,1006.7,1009.6,0,9.6,5.8,9.2,77.0,0.8,0,0.7,0.32,0,0
2020-12-13,9,1006.9,1009.8,0,10.8,5.8,9.2,71.0,1.8,0,1.0,0.78,0,0
2020-12-13,10,1006.2,1009.1,0,11.7,5.8,9.2,67.0,2.1,0,1.0,1.32,0,0
2020-12-13,11,1005.7,1008.6,0,12.3,6.4,9.6,67.0,1.2,0,0.9,1.32,0,0
2020-12-13,12,1004.8,1007.7,0,13.7,6.3,9.6,61.0,1.3,0,1.0,1.69,0,0
2020-12-13,13,1005.0,1007.9,0,14.2,5.0,8.7,54.0,0.9,0,1.0,1.44,0,0
2020-12-13,14,1005.6,1008.5,0,14.3,3.5,7.8,48.0,1.2,0,0.6,1.07,0,0
2020-12-13,15,1006.1,1009.0,0,13.8,4.1,8.2,52.0,1.5,0,0.0,0.47,0,0
2020-12-13,16,1007.2,1010.1,0,13.0,0.7,6.4,43.0,2.9,0,0.0,0.22,0,0
2020-12-13,17,1007.6,1010.5,0,11.9,-0.3,6.0,43.0,2.1,0,0.0,0.02,0,0
2020-12-13,18,1008.0,1010.9,0,10.4,6.6,9.7,77.0,4.1,0,0,0,0,0
2020-12-13,19,1007.8,1010.7,0,9.2,5.2,8.8,76.0,4.3,0,0,0,0,0
2020-12-13,20,1007.8,1010.7,0,8.8,4.6,8.5,75.0,2.6,0,0,0,0,0
2020-12-13,21,1007.5,1010.5,0,8.0,4.8,8.6,80.0,1.9,0,0,0,0,0
2020-12-13,22,1006.5,1009.5,0,7.2,4.7,8.5,84.0,0.5,0,0,0,0,0
2020-12-13,23,1006.5,1009.5,0,7.1,4.8,8.6,85.0,0.9,0,0,0,0,0
2020-12-13,24,1004.3,1007.3,0,5.9,4.2,8.3,89.0,2.0,0,0,0,0,0
2020-12-14,1,1003.5,1006.4,0,7.5,5.5,9.0,87.0,1.4,0,0,0,0,0
2020-12-14,2,1002.6,1005.6,0,7.1,5.1,8.8,87.0,2.8,0,0,0,0,0
2020-12-14,3,1001.4,1004.3,0,9.1,2.9,7.5,65.0,4.6,0,0,0,0,0
2020-12-14,4,1001.2,1004.1,0,9.8,1.5,6.8,56.0,4.3,0,0,0,0,0
2020-12-14,5,1001.6,1004.5,0,7.2,3.6,7.9,78.0,2.5,0,0,0,0,0
2020-12-14,6,1002.2,1005.2,0,5.6,3.1,7.6,84.0,1.8,0,0,0,0,0
2020-12-14,7,1002.9,1005.9,0,6.0,3.2,7.7,82.0,1.3,0,0.0,0.0,0,0
2020-12-14,8,1004.0,1006.9,0,7.9,3.6,7.9,74.0,1.6,0,0.3,0.25,0,0
2020-12-14,9,1004.6,1007.5,0,10.0,2.1,7.1,58.0,3.0,0,0.6,0.67,0,0
2020-12-14,10,1005.4,1008.3,0,11.1,-0.4,5.9,45.0,4.8,0,1.0,1.37,0,0
2020-12-14,11,1004.5,1007.4,0,12.0,-0.5,5.9,42.0,3.7,0,1.0,1.71,0,0
2020-12-14,12,1003.6,1006.5,0,12.2,-0.6,5.8,41.0,3.5,0,1.0,1.86,0,0
2020-12-14,13,1003.1,1006.0,0,11.7,-0.4,5.9,43.0,3.2,0,0.7,1.44,0,0
2020-12-14,14,1004.3,1007.2,0,10.7,-2.3,5.1,40.0,3.1,0,0.0,0.43,0,0
2020-12-14,15,1005.1,1008.0,0.0,9.9,1.0,6.6,54.0,1.8,0,0.0,0.14,0,0
2020-12-14,16,1005.7,1008.6,0.0,8.8,0.3,6.2,55.0,2.4,0,0.0,0.03,0,0
2020-12-14,17,1005.9,1008.8,0.0,8.2,1.6,6.9,63.0,3.4,0,0.0,0.0,0,0
2020-12-14,18,1006.9,1009.9,0,7.7,0.9,6.5,62.0,3.3,0,0,0,0,0
2020-12-14,19,1007.3,1010.3,0,7.4,0.8,6.5,63.0,2.5,0,0,0,0,0
2020-12-14,20,1007.6,1010.6,0,7.2,0.6,6.4,63.0,2.2,0,0,0,0,0
2020-12-14,21,1008.0,1011.0,0,6.3,0.0,6.1,64.0,1.9,0,0,0,0,0
2020-12-14,22,1008.2,1011.2,0,6.8,0.5,6.3,64.0,2.0,0,0,0,0,0
2020-12-14,23,1008.3,1011.3,0,6.8,0.5,6.3,64.0,1.5,0,0,0,0,0
2020-12-14,24,1008.3,1011.3,0,5.9,-4.8,4.3,46.0,2.4,0,0,0,0,0
2020-12-15,1,1008.1,1011.1,0,5.5,-5.2,4.2,46.0,1.8,0,0,0,0,0
2020-12-15,2,1008.1,1011.1,0,4.8,-5.3,4.1,48.0,3.3,0,0,0,0,0
2020-12-15,3,1007.8,1010.8,0,3.8,-4.9,4.3,53.0,1.2,0,0,0,0,0
2020-12-15,4,1007.5,1010.5,0,4.1,-5.6,4.0,49.0,2.1,0,0,0,0,0
2020-12-15,5,1007.5,1010.5,0,3.3,-4.6,4.3,56.0,2.4,0,0,0,0,0
2020-12-15,6,1007.9,1010.9,0,2.5,-4.7,4.3,59.0,1.9,0,0,0,0,0
2020-12-15,7,1008.3,1011.3,0,2.4,-3.7,4.6,64.0,1.9,0,0.0,0.01,0,0
2020-12-15,8,1008.7,1011.7,0,3.8,-3.7,4.7,58.0,2.2,0,0.4,0.2,0,0
2020-12-15,9,1008.9,1011.9,0,6.0,-3.1,4.9,52.0,0.9,0,1.0,0.87,0,0
2020-12-15,10,1008.7,1011.7,0,7.1,-4.3,4.4,44.0,2.7,0,1.0,1.46,0,0
2020-12-15,11,1007.6,1010.5,0,9.2,-3.3,4.8,41.0,0.7,0,1.0,1.81,0,0
2020-12-15,12,1006.5,1009.4,0,10.4,-4.8,4.3,34.0,1.3,0,1.0,1.92,0,0
2020-12-15,13,1005.7,1008.6,0,10.4,-5.6,4.0,32.0,1.7,0,1.0,1.8,0,0
2020-12-15,14,1005.5,1008.4,0,10.6,-4.2,4.5,35.0,1.9,0,0.9,1.39,0,0
2020-12-15,15,1005.8,1008.7,0,9.0,-5.6,4.0,35.0,2.7,0,0.3,0.71,0,0
2020-12-15,16,1006.4,1009.3,0,8.6,-6.8,3.7,33.0,3.8,0,0.2,0.25,0,0
2020-12-15,17,1007.1,1010.1,0,7.9,-8.2,3.3,31.0,3.2,0,0.2,0.04,0,0
2020-12-15,18,1007.9,1010.9,0,7.1,-8.1,3.3,33.0,4.6,0,0,0,0,0
2020-12-15,19,1008.7,1011.7,0,6.2,-7.8,3.4,36.0,4.4,0,0,0,0,0
2020-12-15,20,1008.9,1011.9,0,5.7,-6.5,3.8,41.0,5.5,0,0,0,0,0
2020-12-15,21,1009.1,1012.1,0,4.8,-5.8,4.0,46.0,2.6,0,0,0,0,0
2020-12-15,22,1009.3,1012.3,0,4.4,-6.2,3.8,46.0,2.2,0,0,0,0,0
2020-12-15,23,1009.0,1012.0,0,4.5,-5.8,4.0,47.0,2.5,0,0,0,0,0
2020-12-15,24,1009.3,1012.3,0,4.0,-5.7,4.0,49.0,3.7,0,0,0,0,0
2020-12-16,1,1009.3,1012.3,0,2.4,-5.7,4.0,55.0,1.7,0,0,0,0,0
2020-12-16,2,1009.4,1012.4,0,2.4,-5.9,3.9,54.0,2.5,0,0,0,0,0
2020-12-16,3,1009.5,1012.5,0,2.3,-6.3,3.8,53.0,1.5,0,0,0,0,0
2020-12-16,4,1009.3,1012.3,0,1.3,-6.7,3.7,55.0,1.2,0,0,0,0,0
2020-12-16,5,1009.4,1012.4,0,0.6,-6.0,3.9,61.0,1.8,0,0,0,0,0
2020-12-16,6,1009.8,1012.8,0,2.1,-9.2,3.1,43.0,2.8,0,0,0,0,0
2020-12-16,7,1010.4,1013.4,0,1.6,-9.6,2.9,43.0,1.0,0,0.0,0.01,0,0
2020-12-16,8,1010.4,1013.4,0,4.7,-7.7,3.4,40.0,0.6,0,0.7,0.33,0,0
2020-12-16,9,1010.6,1013.6,0,6.3,-7.7,3.4,36.0,2.1,0,1.0,0.96,0,0
2020-12-16,10,1010.0,1013.0,0,6.7,-10.1,2.8,29.0,0.4,0,1.0,1.47,0,0
2020-12-16,11,1009.0,1011.9,0,9.2,-8.4,3.3,28.0,1.9,0,1.0,1.82,0,0
2020-12-16,12,1007.9,1010.9,0,8.1,-12.3,2.4,22.0,1.8,0,1.0,1.97,0,0
2020-12-16,13,1007.3,1010.3,0,8.0,-10.8,2.7,25.0,2.0,0,0.5,1.14,0,0
2020-12-16,14,1007.0,1010.0,0,8.0,-10.3,2.8,26.0,1.9,0,0.2,0.81,0,0
2020-12-16,15,1007.0,1010.0,0,8.2,-8.8,3.2,29.0,1.8,0,0.2,0.48,0,0
2020-12-16,16,1007.0,1010.0,0,6.8,-7.6,3.5,35.0,2.8,0,0.5,0.43,0,0
2020-12-16,17,1007.4,1010.4,0,6.3,-8.0,3.3,35.0,1.6,0,0.0,0.04,0,0
2020-12-16,18,1008.2,1011.2,0,5.9,-6.0,3.9,42.0,2.2,0,0,0,0,0
2020-12-16,19,1008.8,1011.8,0,4.3,-5.5,4.1,49.0,1.6,0,0,0,0,0
2020-12-16,20,1009.3,1012.3,0,3.8,-5.4,4.1,51.0,1.6,0,0,0,0,0
2020-12-16,21,1009.7,1012.7,0,3.7,-5.0,4.2,53.0,2.5,0,0,0,0,0
2020-12-16,22,1009.8,1012.8,0,3.3,-5.1,4.2,54.0,1.4,0,0,0,0,0
2020-12-16,23,1010.0,1013.0,0,1.8,-4.9,4.2,61.0,1.3,0,0,0,0,0
2020-12-16,24,1010.0,1013.0,0,2.2,-5.0,4.2,59.0,1.4,0,0,0,0,0
2020-12-17,1,1010.2,1013.2,0,1.9,-4.8,4.3,61.0,2.5,0,0,0,0,0
2020-12-17,2,1010.9,1013.9,0,1.9,-4.6,4.3,62.0,2.7,0,0,0,0,0
2020-12-17,3,1011.5,1014.5,0,1.5,-4.8,4.3,63.0,2.4,0,0,0,0,0
2020-12-17,4,1011.7,1014.8,0,0.3,-5.1,4.2,67.0,2.4,0,0,0,0,0
2020-12-17,5,1012.4,1015.5,0,0.4,-5.2,4.2,66.0,2.1,0,0,0,0,0
2020-12-17,6,1013.0,1016.1,0,0.6,-5.0,4.2,66.0,1.6,0,0,0,0,0
2020-12-17,7,1013.5,1016.6,0,0.9,-5.3,4.1,63.0,2.9,0,0.0,0.01,0,0
2020-12-17,8,1013.9,1016.9,0,2.4,-5.2,4.1,57.0,1.8,0,0.7,0.32,0,0
2020-12-17,9,1014.5,1017.5,0,4.3,-5.7,4.0,48.0,2.3,0,1.0,0.96,0,0
2020-12-17,10,1014.7,1017.7,0,6.0,-8.3,3.3,35.0,2.9,0,1.0,1.49,0,0
2020-12-17,11,1013.9,1016.9,0,6.9,-9.5,3.0,30.0,2.5,0,1.0,1.84,0,0
2020-12-17,12,1013.1,1016.1,0,9.0,-10.5,2.8,24.0,3.4,0,1.0,1.97,0,0
2020-12-17,13,1012.9,1015.9,0,8.9,-13.5,2.2,19.0,5.9,0,1.0,1.85,0,0
2020-12-17,14,1013.1,1016.1,0,8.6,-13.7,2.1,19.0,4.9,0,1.0,1.57,0,0
2020-12-17,15,1013.3,1016.3,0,8.4,-15.2,1.9,17.0,4.2,0,1.0,1.08,0,0
2020-12-17,16,1014.1,1017.1,0,7.5,-15.3,1.9,18.0,5.2,0,1.0,0.48,0,0
2020-12-17,17,1014.6,1017.6,0,6.8,-13.4,2.2,22.0,3.4,0,0.2,0.04,0,0
2020-12-17,18,1015.4,1018.4,0,5.5,-9.9,2.9,32.0,1.7,0,0,0,0,0
2020-12-17,19,1016.0,1019.0,0,5.3,-11.3,2.6,29.0,2.7,0,0,0,0,0
2020-12-17,20,1016.3,1019.3,0,4.6,-10.3,2.8,33.0,2.0,0,0,0,0,0
2020-12-17,21,1016.2,1019.2,0,4.2,-9.2,3.1,37.0,3.2,0,0,0,0,0
2020-12-17,22,1016.5,1019.5,0,3.3,-9.0,3.1,40.0,2.9,0,0,0,0,0
2020-12-17,23,1016.6,1019.6,0,2.1,-8.9,3.1,44.0,1.6,0,0,0,0,0
2020-12-17,24,1016.3,1019.4,0,0.8,-8.2,3.3,51.0,0.8,0,0,0,0,0
2020-12-18,1,1016.6,1019.7,0,1.0,-8.2,3.3,50.0,0.8,0,0,0,0,0
2020-12-18,2,1016.3,1019.4,0,1.0,-7.5,3.5,53.0,0.9,0,0,0,0,0
2020-12-18,3,1016.2,1019.3,0,1.1,-7.7,3.4,52.0,1.1,0,0,0,0,0
2020-12-18,4,1016.2,1019.3,0,1.1,-7.2,3.6,54.0,1.0,0,0,0,0,0
2020-12-18,5,1016.7,1019.8,0,1.5,-5.8,4.0,58.0,1.5,0,0,0,0,0
2020-12-18,6,1017.1,1020.2,0,1.2,-5.7,4.0,60.0,2.0,0,0,0,0,0
2020-12-18,7,1017.6,1020.7,0,1.4,-6.4,3.8,56.0,1.1,0,0.0,0.01,0,0
2020-12-18,8,1018.0,1021.0,0,3.5,-6.7,3.7,47.0,1.1,0,0.7,0.3,0,0
2020-12-18,9,1017.8,1020.8,0,6.2,-5.4,4.1,43.0,1.7,0,1.0,0.91,0,0
2020-12-18,10,1017.5,1020.5,0,7.4,-5.6,4.0,39.0,1.1,0,1.0,1.41,0,0
2020-12-18,11,1016.1,1019.1,0,9.6,-5.1,4.2,35.0,1.5,0,1.0,1.71,0,0
2020-12-18,12,1014.4,1017.3,0,10.8,-3.7,4.7,36.0,1.9,0,1.0,1.87,0,0
2020-12-18,13,1013.9,1016.8,0,11.0,-1.1,5.6,43.0,3.3,0,1.0,1.58,0,0
2020-12-18,14,1013.3,1016.2,0,10.9,-0.5,5.9,45.0,2.3,0,1.0,1.1,0,0
2020-12-18,15,1013.1,1016.0,0,10.3,0.6,6.4,51.0,0.8,0,0.8,0.62,0,0
2020-12-18,16,1013.0,1016.0,0,9.8,0.9,6.5,54.0,1.5,0,1.0,0.34,0,0
2020-12-18,17,1013.0,1016.0,0,7.6,1.5,6.8,65.0,2.4,0,0.1,0.03,0,0
2020-12-18,18,1012.7,1015.7,0,8.0,1.8,7.0,65.0,2.1,0,0,0,0,0
2020-12-18,19,1011.9,1014.9,0,8.8,1.9,7.0,62.0,3.0,0,0,0,0,0
2020-12-18,20,1011.7,1014.7,0,8.2,-1.1,5.7,52.0,2.9,0,0,0,0,0
2020-12-18,21,1010.9,1013.9,0,8.1,-0.9,5.7,53.0,2.4,0,0,0,0,0
2020-12-18,22,1010.9,1013.9,0,6.7,-1.9,5.3,54.0,1.5,0,0,0,0,0
2020-12-18,23,1010.8,1013.8,0,5.8,-0.9,5.7,62.0,2.7,0,0,0,0,0
2020-12-18,24,1010.2,1013.2,0,4.6,-2.5,5.1,60.0,2.2,0,0,0,0,0
2020-12-19,1,1010.3,1013.3,0,3.8,-2.4,5.1,64.0,2.2,0,0,0,0,0
2020-12-19,2,1010.3,1013.3,0,2.7,-3.0,4.9,66.0,0.7,0,0,0,0,0
2020-12-19,3,1010.5,1013.5,0,3.6,-3.0,4.9,62.0,2.6,0,0,0,0,0
2020-12-19,4,1010.7,1013.7,0,6.2,-1.7,5.4,57.0,4.3,0,0,0,0,0
2020-12-19,5,1011.3,1014.3,0,5.4,-1.1,5.7,63.0,3.5,0,0,0,0,0
2020-12-19,6,1012.0,1015.0,0,5.5,-1.9,5.3,59.0,4.9,0,0,0,0,0
2020-12-19,7,1012.4,1015.4,0,5.5,-2.6,5.1,56.0,3.9,0,0.0,0.01,0,0
2020-12-19,8,1013.5,1016.5,0,6.0,-3.6,4.7,50.0,1.9,0,0.5,0.23,0,0
2020-12-19,9,1013.7,1016.7,0,6.7,-3.0,4.9,50.0,1.8,0,0.0,0.51,0,0
2020-12-19,10,1013.1,1016.1,0,7.7,-4.1,4.5,43.0,2.5,0,0.6,0.87,0,0
2020-12-19,11,1012.5,1015.5,0,8.4,-5.4,4.1,37.0,3.3,0,0.8,1.33,0,0
2020-12-19,12,1011.6,1014.6,0,8.4,-5.1,4.2,38.0,3.0,0,0.1,1.0,0,0
2020-12-19,13,1011.1,1014.1,0,8.6,-5.2,4.1,37.0,3.5,0,0.1,0.92,0,0
2020-12-19,14,1010.9,1013.9,0,9.1,-3.4,4.7,41.0,1.3,0,0.0,0.62,0,0
2020-12-19,15,1011.1,1014.1,0,8.1,-2.8,5.0,46.0,1.5,0,0.0,0.28,0,0
2020-12-19,16,1011.8,1014.8,0,8.7,-7.5,3.5,31.0,3.5,0,0.1,0.19,0,0
2020-12-19,17,1012.4,1015.4,0,7.4,-7.8,3.4,33.0,3.0,0,0.0,0.02,0,0
2020-12-19,18,1013.0,1016.0,0,6.2,-7.1,3.6,38.0,3.0,0,0,0,0,0
2020-12-19,19,1013.6,1016.6,0,5.2,-7.0,3.6,41.0,3.2,0,0,0,0,0
2020-12-19,20,1014.1,1017.1,0,4.4,-7.1,3.6,43.0,2.1,0,0,0,0,0
2020-12-19,21,1014.2,1017.2,0,3.8,-7.0,3.6,45.0,1.6,0,0,0,0,0
2020-12-19,22,1014.3,1017.3,0,3.1,-6.8,3.7,48.0,2.8,0,0,0,0,0
2020-12-19,23,1014.3,1017.3,0,2.6,-5.8,4.0,54.0,2.2,0,0,0,0,0
2020-12-19,24,1014.0,1017.0,0,2.1,-5.3,4.1,58.0,2.1,0,0,0,0,0
2020-12-20,1,1014.3,1017.3,0,1.6,-5.1,4.2,61.0,1.9,0,0,0,0,0
2020-12-20,2,1014.6,1017.7,0,1.4,-4.6,4.3,64.0,2.4,0,0,0,0,0
2020-12-20,3,1014.6,1017.7,0,0.1,-3.8,4.6,75.0,0.9,0,0,0,0,0
2020-12-20,4,1014.7,1017.8,0,1.2,-4.8,4.3,64.0,3.2,0,0,0,0,0
2020-12-20,5,1015.1,1018.1,0,2.3,-6.5,3.8,52.0,3.4,0,0,0,0,0
2020-12-20,6,1016.0,1019.0,0,1.9,-5.2,4.1,59.0,2.6,0,0,0,0,0
2020-12-20,7,1016.4,1019.4,0,2.1,-5.3,4.1,58.0,2.5,0,0.0,0.01,0,0
2020-12-20,8,1017.0,1020.0,0,3.2,-5.0,4.2,55.0,1.5,0,0.7,0.3,0,0
2020-12-20,9,1017.6,1020.6,0,5.0,-4.3,4.4,51.0,2.3,0,1.0,0.93,0,0
2020-12-20,10,1017.2,1020.2,0,7.0,-7.4,3.5,35.0,4.0,0,1.0,1.47,0,0
2020-12-20,11,1016.7,1019.7,0,7.7,-7.9,3.4,32.0,5.4,0,1.0,1.79,0,0
2020-12-20,12,1016.2,1019.2,0,7.7,-7.5,3.5,33.0,4.4,0,1.0,1.69,0,0
2020-12-20,13,1015.5,1018.5,0,9.0,-8.1,3.3,29.0,3.4,0,1.0,1.77,0,0
2020-12-20,14,1015.5,1018.5,0,8.7,-9.7,2.9,26.0,4.7,0,1.0,1.56,0,0
2020-12-20,15,1015.8,1018.8,0,7.7,-10.1,2.8,27.0,3.6,0,1.0,1.07,0,0
2020-12-20,16,1016.7,1019.7,0,6.9,-8.6,3.2,32.0,3.9,0,1.0,0.49,0,0
2020-12-20,17,1017.4,1020.4,0,5.4,-7.8,3.4,38.0,2.8,0,0.2,0.04,0,0
2020-12-20,18,1018.2,1021.2,0,4.7,-7.4,3.5,41.0,3.8,0,0,0,0,0
2020-12-20,19,1018.3,1021.3,0,4.4,-8.0,3.3,40.0,3.6,0,0,0,0,0
2020-12-20,20,1018.5,1021.5,0,4.1,-8.3,3.3,40.0,3.0,0,0,0,0,0
2020-12-20,21,1018.7,1021.7,0,3.9,-8.8,3.2,39.0,2.7,0,0,0,0,0
2020-12-20,22,1018.9,1021.9,0,3.3,-8.4,3.3,42.0,2.5,0,0,0,0,0
2020-12-20,23,1018.8,1021.8,0,3.7,-8.3,3.3,41.0,3.1,0,0,0,0,0
2020-12-20,24,1018.6,1021.6,0,2.9,-8.1,3.3,44.0,2.1,0,0,0,0,0
2020-12-21,1,1018.6,1021.6,0,2.6,-8.7,3.2,43.0,3.1,0,0,0,0,0
2020-12-21,2,1018.7,1021.8,0,2.3,-9.0,3.1,43.0,2.9,0,0,0,0,0
2020-12-21,3,1018.5,1021.6,0,1.5,-9.4,3.0,44.0,1.6,0,0,0,0,0
2020-12-21,4,1018.2,1021.3,0,1.3,-9.3,3.0,45.0,0.7,0,0,0,0,0
2020-12-21,5,1018.2,1021.3,0,2.3,-10.2,2.8,39.0,1.5,0,0,0,0,0
2020-12-21,6,1018.6,1021.7,0,1.5,-8.3,3.3,48.0,1.7,0,0,0,0,0
2020-12-21,7,1018.8,1021.9,0,0.4,-8.3,3.3,52.0,2.1,0,0.0,0.01,0,0
2020-12-21,8,1019.1,1022.2,0,2.4,-8.3,3.3,45.0,1.0,0,0.7,0.3,0,0
2020-12-21,9,1019.6,1022.6,0,5.7,-7.2,3.6,39.0,1.2,0,1.0,0.93,0,0
2020-12-21,10,1019.2,1022.2,0,7.9,-7.0,3.6,34.0,1.3,0,1.0,1.45,0,0
2020-12-21,11,1018.5,1021.5,0,9.8,-7.4,3.5,29.0,2.6,0,1.0,1.8,0,0
2020-12-21,12,1018.0,1021.0,0,10.3,-7.4,3.5,28.0,3.6,0,1.0,1.95,0,0
2020-12-21,13,1017.6,1020.6,0,10.5,-8.7,3.2,25.0,1.2,0,1.0,1.84,0,0
2020-12-21,14,1017.5,1020.5,0,10.5,-9.2,3.0,24.0,1.4,0,1.0,1.55,0,0
2020-12-21,15,1017.4,1020.4,0,9.8,-9.8,2.9,24.0,0.8,0,1.0,1.08,0,0
2020-12-21,16,1017.9,1020.9,0,8.4,-8.6,3.2,29.0,0.8,0,1.0,0.49,0,0
2020-12-21,17,1018.2,1021.2,0,6.3,-7.7,3.4,36.0,0.7,0,0.3,0.04,0,0
2020-12-21,18,1018.9,1021.9,0,5.6,-7.6,3.5,38.0,1.2,0,0,0.0,0,0
2020-12-21,19,1019.6,1022.6,0,6.1,-6.8,3.7,39.0,1.0,0,0,0,0,0
2020-12-21,20,1020.2,1023.2,0,5.0,-5.6,4.0,46.0,0.6,0,0,0,0,0
2020-12-21,21,1020.7,1023.7,0,4.5,-5.5,4.0,48.0,0.6,0,0,0,0,0
2020-12-21,22,1020.8,1023.8,0,5.0,-4.3,4.4,51.0,2.6,0,0,0,0,0
2020-12-21,23,1020.7,1023.7,0,4.4,-3.8,4.6,55.0,1.5,0,0,0,0,0
2020-12-21,24,1020.6,1023.6,0,3.7,-4.0,4.5,57.0,0.9,0,0,0,0,0
2020-12-22,1,1020.7,1023.8,0,3.0,-3.8,4.6,61.0,1.9,0,0,0,0,0
2020-12-22,2,1020.6,1023.7,0,2.6,-3.7,4.6,63.0,2.0,0,0,0,0,0
2020-12-22,3,1020.2,1023.3,0,2.5,-4.2,4.5,61.0,1.1,0,0,0,0,0
2020-12-22,4,1020.1,1023.2,0,1.5,-4.1,4.5,66.0,1.7,0,0,0,0,0
2020-12-22,5,1020.3,1023.4,0,1.8,-3.7,4.7,67.0,1.6,0,0,0,0,0
2020-12-22,6,1020.6,1023.7,0,1.2,-3.6,4.7,70.0,1.5,0,0,0,0,0
2020-12-22,7,1021.2,1024.3,0,1.0,-3.8,4.6,70.0,0.9,0,0.0,0.0,0,0
2020-12-22,8,1021.3,1024.3,0,3.2,-4.0,4.5,59.0,1.2,0,0.6,0.32,0,0
2020-12-22,9,1021.6,1024.6,0,3.3,-4.4,4.4,57.0,0.7,0,0.7,0.66,0,0
2020-12-22,10,1021.3,1024.3,0,6.3,-4.2,4.5,47.0,1.5,0,0.4,1.03,0,0
2020-12-22,11,1020.2,1023.2,0,9.3,-2.9,4.9,42.0,1.6,0,1.0,1.76,0,0
2020-12-22,12,1018.8,1021.8,0,10.4,-4.4,4.4,35.0,1.3,0,1.0,1.87,0,0
2020-12-22,13,1017.8,1020.8,0,11.1,-3.8,4.6,35.0,2.3,0,1.0,1.76,0,0
2020-12-22,14,1017.4,1020.4,0,10.8,-1.9,5.3,41.0,3.3,0,1.0,1.47,0,0
2020-12-22,15,1017.4,1020.4,0,10.0,-0.8,5.8,47.0,3.0,0,1.0,1.0,0,0
